Students	1719
1662	33
1663	115 306
1664	76
1665	71
1666	232 113
1667	22
1668	81
1669	317 294
1670	16
1671	245
1672	142
1673	113
1674	153 46
1675	161
1676	71 219
1677	124 166
1678	124
1679	175 164 191 87 191
1680	210
1681	217
1682	89 89
1683	309
1684	25 70
1685	145 23 25
1686	5 4 24
1687	100 41 42 142
1688	255
1689	70
1690	282
1691	46 306
1692	71 202 142
1693	32 32 25
1694	103
1695	92
1696	84 85
1697	24
1698	75
1699	81
1700	254 257 25
1701	90
1702	134
1703	156 308 306 309
1704	295
1705	93
1706	258 243
1707	220
1708	117 280 302 47
1709	145
1710	259
1711	74
1712	22
1713	94 258 244 218 310
1714	28
1715	28
1716	85
1717	28
1718	123 70 26
1719	7
